Phone Issues,Time of Issue,Caller ID Number,Advertiser Business Phone Number,Type of Call or Message (Robocalls),Type of Call or Message (Telemarketing),State,Date (Ticket Date of Issue),Date (Ticket Created)
Robocalls,9:11 AM,312-893-4804,312-893-4804,Prerecorded Voice,,Illinois,6/27/2015,10/10/2015
Telemarketing (including do not call and spoofing),8:00 AM,-,-,,Live Voice,Mississippi,8/17/2015,10/10/2015
Telemarketing (including do not call and spoofing),7:22 AM,585-621-6899,-,,Abandoned Calls,New York,9/1/2015,10/10/2015
Telemarketing (including do not call and spoofing),5:30 PM,904-214-4352,-,,Prerecorded Voice,Florida,9/7/2015,10/10/2015
Telemarketing (including do not call and spoofing),11:28 AM,863-777-2311,-,,Prerecorded Voice,Illinois,9/28/2015,10/10/2015
Telemarketing (including do not call and spoofing),6:15 AM,832-942-3917,-,,Prerecorded Voice,Oregon,9/28/2015,10/10/2015
Telemarketing (including do not call and spoofing),4:58 P.M.,231-714-0880,-,,Abandoned Calls,Michigan,9/29/2015,10/10/2015
Telemarketing (including do not call and spoofing),8:30 AM,208-820-2416,-,,Abandoned Calls,Idaho,9/30/2015,10/10/2015
Telemarketing (including do not call and spoofing),-,-,-,,Abandoned Calls,Virginia,10/1/2015,10/10/2015
Telemarketing (including do not call and spoofing),2:32 PM,-,877-230-6732,,Live Voice,New York,10/1/2015,10/10/2015
Telemarketing (including do not call and spoofing),9:26 AM,321-233-5143,-,,Abandoned Calls,Missouri,10/1/2015,10/10/2015
Telemarketing (including do not call and spoofing),11:44 AM,857-362-8221,-,,Live Voice,California,10/3/2015,10/10/2015
Robocalls,8:21 AM,510-642-1886,-,Abandoned Call,,Florida,10/5/2015,10/10/2015
Telemarketing (including do not call and spoofing),6:02 P.M.,989-372-6512,-,,Abandoned Calls,Michigan,10/5/2015,10/10/2015
Telemarketing (including do not call and spoofing),8:00 AM,-,800-873-5869,,Prerecorded Voice,Colorado,10/6/2015,10/10/2015
Telemarketing (including do not call and spoofing),8:37 PM,609-208-6408,-,,Live Voice,California,10/6/2015,10/10/2015
Telemarketing (including do not call and spoofing),9:05 p.m.,410-469-6722,-,,Prerecorded Voice,Maryland,10/6/2015,10/10/2015
Telemarketing (including do not call and spoofing),-,619-736-4060,-,,Text Messaage,Ohio,10/7/2015,10/10/2015
Telemarketing (including do not call and spoofing),-,800-295-4057,-,,Live Voice,Texas,10/7/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:00 AM,360-861-6617,-,,Abandoned Calls,Washington,10/7/2015,10/10/2015
Telemarketing (including do not call and spoofing),9:32 PM,516-990-9988,-,,Live Voice,Pennsylvania,10/7/2015,10/10/2015
Robocalls,-,-,516-693-8143,Prerecorded Voice,,Texas,10/8/2015,10/10/2015
Robocalls,1:00 PM,509-252-0869,509-252-0869,Prerecorded Voice,,Iowa,10/8/2015,10/10/2015
Telemarketing (including do not call and spoofing),-,222-222-2245,-,,Live Voice,North Carolina,10/8/2015,10/10/2015
Telemarketing (including do not call and spoofing),10:10 AM,661-589-8531,888-727-4205,,Live Voice,Colorado,10/8/2015,10/10/2015
Telemarketing (including do not call and spoofing),6:14 AM,865-946-2088,-,,Abandoned Calls,Tennessee,10/8/2015,10/10/2015
Telemarketing (including do not call and spoofing),8:40 p.m.,209-898-0534,209-898-0534,,Live Voice,California,10/8/2015,10/10/2015
Telemarketing (including do not call and spoofing),9:30 AM,631-538-0309,-,,Prerecorded Voice,North Carolina,10/8/2015,10/10/2015
Robocalls,-,816-555-0198,-,Abandoned Call,,Pennsylvania,10/9/2015,10/10/2015
Robocalls,10:00 AM,360-807-5106,360-807-5106,Prerecorded Voice,,Florida,10/9/2015,10/10/2015
Robocalls,11:35 AM,202-657-4710,202-657-4710,Prerecorded Voice,,Pennsylvania,10/9/2015,10/10/2015
Robocalls,1:23 p.m.,541-756-2233,-,Abandoned Call,,Oregon,10/9/2015,10/10/2015
Robocalls,1:45 PM,210-221-3300,201-221-3300,Abandoned Call,,California,10/9/2015,10/10/2015
Robocalls,2:00 p.m.,-,313-483-7115,Autodialed Live Voice Call,,Michigan,10/9/2015,10/10/2015
Robocalls,4:32 PM,-,-,Prerecorded Voice,,Minnesota,10/9/2015,10/10/2015
Robocalls,4:35 p.m.,855-402-0737,-,Prerecorded Voice,,Virginia,10/9/2015,10/10/2015
Robocalls,5:45 PM,314-449-9391,314-449-9391,Prerecorded Voice,,New Jersey,10/9/2015,10/10/2015
Robocalls,6:30 PM,248-507-4158,-,Abandoned Call,,New York,10/9/2015,10/10/2015
Robocalls,6:52 PM,210-936-3082,-,Autodialed Live Voice Call,,Rhode Island,10/9/2015,10/10/2015
Robocalls,7:22 PM,855-339-9277,-,Abandoned Call,,Arizona,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),-,585-451-4151,-,,Abandoned Calls,New York,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),-,813-959-9973,941-216-7553,,Live Voice,Florida,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),10:41 AM,-,-,,Live Voice,Maryland,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),11:00 AM,509-588-7318,509-588-7318,,Prerecorded Voice,New York,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:00 PM,-,-,,Live Voice,Minnesota,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:15 PM,876-292-1541,876-292-1541,,Live Voice,Maine,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:34 PM,415-968-3111,-,,Live Voice,California,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:34 p.m.,510-473-8296,-,,Text Messaage,Oklahoma,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:39 PM,407-734-1993,-,,Abandoned Calls,Missouri,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),2:00 p.m.,-,-,,Abandoned Calls,Texas,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),2:12 PM,347-264-7634,-,,Live Voice,Oregon,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),3:00 PM,-,-,,Abandoned Calls,Minnesota,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),3:00 p.m.,-,-,,Abandoned Calls,Ohio,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),3:32 PM,-,443-203-9034,,Live Voice,Pennsylvania,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),3:38 PM,225-364-0130,-,,Live Voice,Tennessee,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),4:03 PM,-,314-449-9935,,Abandoned Calls,Massachusetts,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),4:08 p.m.,678-503-5463,-,,Abandoned Calls,Pennsylvania,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),5:17 PM,417-200-4021,-,,Live Voice,North Carolina,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),5:31 PM,800-888-4555,-,,Live Voice,California,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),6:43 PM,949-209-5036,-,,Live Voice,California,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),7:33 PM,512-916-0420,-,,Live Voice,New Jersey,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),8:30 p.m.,619-631-0428,-,,Live Voice,California,10/9/2015,10/10/2015
Telemarketing (including do not call and spoofing),9:15 p.m.,845-831-6882,-,,Live Voice,Texas,10/9/2015,10/10/2015
Robocalls,-,866-576-3885,-,Abandoned Call,,California,10/10/2015,10/10/2015
Robocalls,10:20 a.m.,225-364-0130,-,Prerecorded Voice,,Connecticut,10/10/2015,10/10/2015
Robocalls,10:22 P.M.,252-259-8932,252-259-8932,Prerecorded Voice,,North Carolina,10/10/2015,10/10/2015
Robocalls,10:45 a.m.,313-570-3344,-,Prerecorded Voice,,Michigan,10/10/2015,10/10/2015
Robocalls,11:07 AM,818-994-0520,-,Abandoned Call,,California,10/10/2015,10/10/2015
Robocalls,1:10 PM,206-708-2849,-,Prerecorded Voice,,New Jersey,10/10/2015,10/10/2015
Robocalls,11:12 AM,412-607-0258,-,Prerecorded Voice,,Louisiana,10/10/2015,10/10/2015
Robocalls,11:30 AM,703-665-3575,-,Prerecorded Voice,,Virginia,10/10/2015,10/10/2015
Robocalls,11:30 AM,858-716-6364,-,Prerecorded Voice,,California,10/10/2015,10/10/2015
Robocalls,11:44 a.m.,805-317-0205,-,Prerecorded Voice,,Wisconsin,10/10/2015,10/10/2015
Robocalls,1:14 p.m.,276-664-1203,-,Prerecorded Voice,,Florida,10/10/2015,10/10/2015
Robocalls,12:00 PM,302-212-1771,-,Autodialed Live Voice Call,,California,10/10/2015,10/10/2015
Robocalls,12:00 p.m.,714-642-8448,-,Prerecorded Voice,,California,10/10/2015,10/10/2015
Robocalls,12:23 PM,-,-,Abandoned Call,,Massachusetts,10/10/2015,10/10/2015
Robocalls,12:46 PM,314-651-3361,-,Prerecorded Voice,,Missouri,10/10/2015,10/10/2015
Robocalls,12:56 PM,339-499-5782,-,Autodialed Live Voice Call,,Pennsylvania,10/10/2015,10/10/2015
Robocalls,1:40 PM,319-481-4047,-,Prerecorded Voice,,Florida,10/10/2015,10/10/2015
Robocalls,2:00 p.m.,614-494-5389,614-494-5389,Prerecorded Voice,,Arkansas,10/10/2015,10/10/2015
Robocalls,2:15 PM,-,312-554-6015,Prerecorded Voice,,Florida,10/10/2015,10/10/2015
Robocalls,2:35 PM,877-818-0060,-,Prerecorded Voice,,California,10/10/2015,10/10/2015
Robocalls,2:40 PM,704-255-6045,-,Abandoned Call,,North Carolina,10/10/2015,10/10/2015
Robocalls,2:43 p.m.,301-842-7252,-,Prerecorded Voice,,Virginia,10/10/2015,10/10/2015
Robocalls,3:22 AM,516-676-0770,-,Prerecorded Voice,,New York,10/10/2015,10/10/2015
Robocalls,3:37 PM,518-478-2354,-,Prerecorded Voice,,Ohio,10/10/2015,10/10/2015
Robocalls,4:20 AM,843-528-3004,-,Prerecorded Voice,,California,10/10/2015,10/10/2015
Robocalls,5:38 PM,910-352-9802,-,Prerecorded Voice,,Virginia,10/10/2015,10/10/2015
Robocalls,6:00 PM,781-771-1253,-,Prerecorded Voice,,Massachusetts,10/10/2015,10/10/2015
Robocalls,6:15 PM,410-505-3374,-,Abandoned Call,,Maryland,10/10/2015,10/10/2015
Robocalls,7:25 PM,617-372-9084,-,Abandoned Call,,Massachusetts,10/10/2015,10/10/2015
Robocalls,8:30 a.m.,-,202-864-1311,Prerecorded Voice,,Iowa,10/10/2015,10/10/2015
Robocalls,8:45 AM,206-767-2177,-,Abandoned Call,,Washington,10/10/2015,10/10/2015
Robocalls,8:50 A.M.,813-379-3230,867-397-9145,Autodialed Live Voice Call,,Florida,10/10/2015,10/10/2015
Robocalls,9:00 AM,321-246-3408,-,Prerecorded Voice,,Colorado,10/10/2015,10/10/2015
Robocalls,9:05 AM,806-549-3217,-,Prerecorded Voice,,Texas,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),-,-,-,,Live Voice,Wisconsin,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),-,-,-,,Text Messaage,Massachusetts,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),-,307-316-7507,307-316-7507,,Live Voice,Delaware,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),-,415-755-2820,-,,Prerecorded Voice,California,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),10:00 AM,518-478-2354,518-478-2354,,Prerecorded Voice,Michigan,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),10:00 AM,212-257-1383,-,,Prerecorded Voice,Georgia,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),10:00 AM,908-745-8183,-,,Abandoned Calls,Ohio,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:00 PM,319-481-4047,-,,Prerecorded Voice,North Carolina,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:00 PM,650-384-8759,-,,Prerecorded Voice,California,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:00 PM,406-893-2166,-,,Live Voice,Iowa,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:00 PM,512-833-5119,-,,Live Voice,Texas,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),10:10 AM,847-201-7061,-,,Live Voice,Virginia,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:01 PM,800-888-4555,-,,Abandoned Calls,California,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:01 p.m.,-,-,,Text Messaage,Florida,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),10:27 AM,-,202-864-1122,,Prerecorded Voice,Massachusetts,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),10:32 AM,215-383-3369,-,,Live Voice,Minnesota,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),10:32 AM,860-540-6999,-,,Live Voice,Colorado,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),10:45 AM,213-503-8127,-,,Abandoned Calls,Arkansas,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),10:45 AM,313-570-3344,-,,Live Voice,Michigan,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),10:50 a.m.,-,-,,Prerecorded Voice,Alabama,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),10:52 AM,508-881-1975,-,,Prerecorded Voice,Massachusetts,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),10:53 A.M.,609-270-0113,-,,Abandoned Calls,Michigan,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),10:58 AM,267-297-4225,-,,Prerecorded Voice,California,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),11:00 AM,-,-,,Live Voice,Georgia,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),11:00 AM,202-864-1122,202-864-1122,,Prerecorded Voice,Connecticut,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),11:00 a.m.,202-532-9704,-,,Abandoned Calls,District of Columbia,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),11:15 AM,631-517-3272,631-517-3272,,Prerecorded Voice,South Carolina,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),11:24 AM,-,-,,Live Voice,Michigan,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),11:26 AM,225-364-0130,-,,Live Voice,Alabama,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),11:28 AM,-,832-581-0593,,Text Messaage,Texas,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:12 PM,813-430-0910,-,,Live Voice,Florida,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),11:32 AM,619-478-7905,-,,Abandoned Calls,California,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),11:34 AM,910-270-3262,555-877-6422,,Abandoned Calls,Delaware,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),11:45 AM,312-625-9237,-,,Abandoned Calls,Michigan,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),11:51 AM,405-372-4563,-,,Prerecorded Voice,Oklahoma,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),11:59 A.M.,609-270-0113,-,,Prerecorded Voice,Texas,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:00 PM,-,-,,Live Voice,Massachusetts,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:00 p.m.,-,-,,Live Voice,District of Columbia,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:00 p.m.,-,-,,Live Voice,South Carolina,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:03 PM,716-674-9347,-,,Prerecorded Voice,New York,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:08 PM,-,-,,Live Voice,Texas,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:15 P.M.,888-527-3477,800-935-6904,,Live Voice,North Carolina,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:20 p.m.,303-903-7040,-,,Prerecorded Voice,Colorado,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:20 PM,717-350-8432,-,,Prerecorded Voice,New Jersey,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:21 PM,314-602-9749,-,,Prerecorded Voice,Missouri,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:22 PM,-,321-200-5840,,Prerecorded Voice,Kentucky,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:30 PM,305-619-8411,-,,Text Messaage,Florida,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:30 PM,702-299-6132,-,,Live Voice,Iowa,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:30 PM,909-466-9718,855-466-4872,,Live Voice,California,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),12:30 P.M.,515-428-3064,-,,Live Voice,Iowa,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:25 P.M.,855-363-1406,-,,Prerecorded Voice,Missouri,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:30 PM,929-999-1795,-,,Live Voice,Michigan,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:30 p.m.,-,-,,Live Voice,California,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:35 PM,728-727-6698,-,,Live Voice,Massachusetts,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:35 P.M.,401-648-9484,-,,Live Voice,Georgia,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:36 p.m.,855-488-1524,-,,Live Voice,Ohio,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:44 PM,919-272-7837,-,,Prerecorded Voice,North Carolina,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),1:56 p.m.,-,-,,Abandoned Calls,Pennsylvania,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),2:00 PM,-,-,,Live Voice,Tennessee,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),2:00 p.m.,405-696-5739,-,,Abandoned Calls,Oklahoma,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),2:12 p.m.,678-797-9821,-,,Prerecorded Voice,Texas,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),2:13 PM,215-383-3369,-,,Prerecorded Voice,Minnesota,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),2:15 PM,561-594-0010,-,,Prerecorded Voice,Florida,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),2:20 PM,657-237-2837,-,,Live Voice,Illinois,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),2:25 P.M.,714-203-0832,-,,Live Voice,California,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),2:28 PM,518-478-2354,-,,Prerecorded Voice,Virginia,10/10/2015,10/10/2015
Telemarketing (including do not call and spoofing),2:38 PM,973-658-9521,-,,Abandoned Calls,New Jersey,10/10/2015,10/10/2015
